jup_jp25_sm_mag,jup_jp25_sm_talpham,jup_jp25_sm_talpham_mag_9p,0
jup_jp25_sm_mag_large,jup_jp25_sm_talpham,jup_jp25_sm_talpham_mag_large_9p,0
jup_jp25_sm_mag_xl,jup_jp25_sm_talpham,jup_jp25_sm_talpham_mag_xl_9p,0
jup_jp25_stock,jup_jp25_ar_talpha95,jup_jp25_ar_talpha95_stock,0
jup_jp25_stock,jup_jp25_sm_talpham,jup_jp25_sm_talpham_stock,0
jup_jp25_stock_hvy,jup_jp25_ar_talpha95,jup_jp25_ar_talpha95_stock_hvy,0
jup_jp25_stock_hvy,jup_jp25_sm_talpham,jup_jp25_sm_talpham_stock_hvy,0
jup_jp25_stock_hvy_ass,jup_jp25_ar_talpha95,jup_jp25_ar_talpha95_stock_hvy_ass,0
jup_jp25_stock_hvy_ass,jup_jp25_sm_talpham,jup_jp25_sm_talpham_stock_hvy_ass,0
jup_jp25_stock_tac,jup_jp25_ar_talpha95,jup_jp25_ar_talpha95_stock_tac,0
jup_jp25_stock_tac,jup_jp25_sm_talpham,jup_jp25_sm_talpham_stock_tac,0
jup_jp25_stock_taclight,jup_jp25_ar_talpha95,jup_jp25_ar_talpha95_stock_taclight,0
jup_jp25_stock_taclight,jup_jp25_sm_talpham,jup_jp25_sm_talpham_stock_taclight,0
jup_jp28_bar,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_bar,0
jup_jp28_bar_long,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_bar_long,0
jup_jp28_bar_short,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_bar_short,0
jup_jp28_belt_100_545,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_belt_100_545,0
jup_jp28_belt_150_545,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_belt_150_545,0
jup_jp28_pgrip,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_pgrip,0
jup_jp28_pgrip_aim,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_pgrip_aim,0
jup_jp28_pgrip_ass,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_pgrip_ass,0
jup_jp28_pgrip_snp,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_pgrip_snp,0
jup_jp28_pgrip_tac,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_pgrip_tac,0
jup_jp28_stock,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_stock,0
jup_jp28_stock_ass,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_stock_ass,0
jup_jp28_stock_heavy,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_stock_heavy,0
jup_jp28_stock_light,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_stock_light,0
jup_jp28_stockno,jup_jp28_lm_rpapa20,jup_jp28_lm_rpapa20_stockno,0
jup_jp32_bar,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_bar,0
jup_jp32_bar_heavy,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_bar_heavy,0
jup_jp32_bar_light,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_bar_light,0
jup_jp32_bar_long,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_bar_long,0
jup_jp32_mag,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_mag,0
jup_jp32_mag_large,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_mag_large,0
jup_jp32_mag_small,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_mag_small,0
jup_jp32_pgrip_aim,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_pgrip_aim,0
jup_jp32_pgrip_ass,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_pgrip_ass,0
jup_jp32_pgrip_tac,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_pgrip_tac,0
jup_jp32_stock_assault,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_stock_assault,0
jup_jp32_stock_light,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_stock_light,0
jup_jp32_stock_skel,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_stock_skel,0
jup_jp32_stock_tactical,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_stock_tactical,0
jup_jp32_stockno,jup_jp32_pi_mpapa9,jup_jp32_pi_mpapa9_stockno,0
jup_jp34_bar,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_bar,0
jup_jp34_bar_burst,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_bar_burst,0
jup_jp34_bar_heavy,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_bar_heavy,0
jup_jp34_bar_light,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_bar_light,0
jup_jp34_bar_long,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_bar_long,0
jup_jp34_barsil,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_barsil,0
jup_jp34_pgrip_aim,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_pgrip_aim,0
jup_jp34_pgrip_ass,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_pgrip_ass,0
jup_jp34_pgrip_snp,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_pgrip_snp,0
jup_jp34_pgrip_tac,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_pgrip_tac,0
jup_jp34_stock,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_stock,0
jup_jp34_stock_heavy,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_stock_heavy,0
jup_jp34_stock_light,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_stock_light,0
jup_jp34_stock_tactical,jup_jp34_ar_balpha27,jup_jp34_ar_balpha27_stock_tactical,0
jup_jp35_bar,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar,0
jup_jp35_bar_charge,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_charge,0
jup_jp35_bar_explode,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_explode,0
jup_jp35_bar_heavy,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_heavy,0
jup_jp35_bar_light,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_light,0
jup_jp35_bar_long,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_long,0
jup_jp35_bar_short,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bar_short,0
jup_jp35_bolt,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bolt,0
jup_jp35_bolt_hvy,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bolt_hvy,0
jup_jp35_bolt_light,jup_jp35_sn_moscar,jup_jp35_sn_moscar_bolt_light,0
jup_jp35_pgrip,jup_jp35_sn_moscar,jup_jp35_sn_moscar_pgrip,0
jup_jp35_pgrip_aim,jup_jp35_sn_moscar,jup_jp35_sn_moscar_pgrip_aim,0
jup_jp35_pgrip_ass,jup_jp35_sn_moscar,jup_jp35_sn_moscar_pgrip_ass,0
jup_jp35_pgrip_tac,jup_jp35_sn_moscar,jup_jp35_sn_moscar_pgrip_tac,0
jup_jp35_stock,jup_jp35_sn_moscar,jup_jp35_sn_moscar_stock,0
jup_jp35_stock_hvy,jup_jp35_sn_moscar,jup_jp35_sn_moscar_stock_hvy,0
jup_jp35_stock_lgt,jup_jp35_sn_moscar,jup_jp35_sn_moscar_stock_lgt,0
jup_jp35_stock_tac,jup_jp35_sn_moscar,jup_jp35_sn_moscar_stock_tac,0
jup_jp35_stockno,jup_jp35_sn_moscar,jup_jp35_sn_moscar_stockno,0
jup_jp36_bar,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bar,0
jup_jp36_bar_heavy,jup_jp36_ar_anov94,jup_jp36_ar_anov94_bar_heavy,0
jup_jp36_bar_lgtshort,jup_jp36_ar_anov94,jup_jp36_ar_anov94_bar_lgtshort,0
jup_jp36_bar_light,jup_jp36_ar_anov94,jup_jp36_ar_anov94_bar_light,0
jup_jp36_bar_long,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bar_long,0
jup_jp36_bar_short,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bar_short,0
jup_jp36_barsil,jup_jp36_sn_boscar,jup_jp36_sn_boscar_barsil,0
jup_jp36_bolt,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bolt,0
jup_jp36_bolt_heavy,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bolt_heavy,0
jup_jp36_bolt_heavy,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bolt_heavy_amp,1
jup_jp36_bolt_light,jup_jp36_sn_boscar,jup_jp36_sn_boscar_bolt_light,0
jup_jp36_mag_10_762s,jup_jp36_sn_boscar,jup_jp36_sn_boscar_mag_10_762s,0
jup_jp36_mag_20_545,jup_jp36_ar_anov94,jup_jp36_ar_anov94_mag_20_545,0
jup_jp36_mag_30_545,jup_jp36_ar_anov94,jup_jp36_ar_anov94_mag_30_545,0
jup_jp36_mag_30_762s,jup_jp36_sn_boscar,jup_jp36_sn_boscar_mag_30_762s,0
jup_jp36_mag_45_545,jup_jp36_ar_anov94,jup_jp36_ar_anov94_mag_45_545,0
jup_jp36_mag_60_545,jup_jp36_ar_anov94,jup_jp36_ar_anov94_mag_60_545,0
jup_jp36_pgrip,jup_jp36_ar_anov94,jup_jp36_ar_anov94_pgrip,0
jup_jp36_pgrip,jup_jp36_sn_boscar,jup_jp36_sn_boscar_pgrip,0
jup_jp36_pgrip_ass,jup_jp36_ar_anov94,jup_jp36_ar_anov94_pgrip_ass,0
jup_jp36_pgrip_ass,jup_jp36_sn_boscar,jup_jp36_sn_boscar_pgrip_ass,0
jup_jp36_pgrip_ass2,jup_jp36_ar_anov94,jup_jp36_ar_anov94_pgrip_ass2,0
jup_jp36_pgrip_ass2,jup_jp36_sn_boscar,jup_jp36_sn_boscar_pgrip_ass2,0
jup_jp36_pgrip_skelsnp,jup_jp36_ar_anov94,jup_jp36_ar_anov94_pgrip_skelsnp,0
jup_jp36_pgrip_skelsnp,jup_jp36_sn_boscar,jup_jp36_sn_boscar_pgrip_skelsnp,0
jup_jp36_pgrip_skeltac,jup_jp36_ar_anov94,jup_jp36_ar_anov94_pgrip_skeltac,0
jup_jp36_pgrip_skeltac,jup_jp36_sn_boscar,jup_jp36_sn_boscar_pgrip_skeltac,0
jup_jp36_stock_ass,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_ass,0
jup_jp36_stock_ass,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_ass,0
jup_jp36_stock_comptac,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_comptac,0
jup_jp36_stock_comptac,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_comptac,0
jup_jp36_stock_heavy,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_heavy,0
jup_jp36_stock_heavy,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_heavy,0
jup_jp36_stock_lmm,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_lmm,0
jup_jp36_stock_lmm,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_lmm,0
jup_jp36_stock_mm,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_mm,0
jup_jp36_stock_mm,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_mm,0
jup_jp36_stock_precision,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_precision,0
jup_jp36_stock_precision,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_precision,0
jup_jp36_stock_skel,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_skel,0
jup_jp36_stock_skel,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_skel,0
jup_jp36_stock_tac,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stock_tac,0
jup_jp36_stock_tac,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stock_tac,0
jup_jp36_stockno,jup_jp36_ar_anov94,jup_jp36_ar_anov94_stockno,0
jup_jp36_stockno,jup_jp36_sn_boscar,jup_jp36_sn_boscar_stockno,0
jup_jp37_bar,jup_jp37_dm_kappa98,jup_jp37_dm_kappa98_bar,0
jup_jp37_bar_hvy,jup_jp37_dm_kappa98,jup_jp37_dm_kappa98_bar_hvy,0
jup_jp37_bar_long,jup_jp37_dm_kappa98,jup_jp37_dm_kappa98_bar_long,0
jup_jp37_bar_short,jup_jp37_dm_kappa98,jup_jp37_dm_kappa98_bar_short,0
jup_jp38_tube_large_12g,jup_jp38_sh_spapa12,jup_jp38_sh_spapa12_tube_large_12g,0
jup_jp38_tube_small_12g,jup_jp38_sh_spapa12,jup_jp38_sh_spapa12_tube_small_12g,0
jup_jp38_tube_std_12g,jup_jp38_sh_spapa12,jup_jp38_sh_spapa12_tube_std_12g,0
jup_jp40_bar,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_bar,0
jup_jp40_bar_hvy,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_bar_hvy,0
jup_jp40_bar_hvylong,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_bar_hvylong,0
jup_jp40_bar_long,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_bar_long,0
jup_jp40_bar_short,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_bar_short,0
jup_jp40_barsil,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_barsil,0
jup_jp40_mag_20_36s,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_mag_20_36s,0
jup_jp40_mag_30_36s,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_mag_30_36s,0
jup_jp40_mag_40_36s,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_mag_40_36s,0
jup_jp40_pgrip,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_pgrip,0
jup_jp40_pgrip_ass,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_pgrip_ass,0
jup_jp40_pgrip_snp,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_pgrip_snp,0
jup_jp40_pgrip_tac,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_pgrip_tac,0
jup_jp40_stock,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_stock,0
jup_jp40_stock_aim,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_stock_aim,0
jup_jp40_stock_ass,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_stock_ass,0
jup_jp40_stock_marksman,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_stock_marksman,0
jup_jp40_stockr,jup_jp40_br_hcharlie36,jup_jp40_br_hcharlie36_stockr,0
jup_jp41_bar,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_bar,0
jup_jp41_bar_light,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_bar_light,0
jup_jp41_bar_long,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_bar_long,0
jup_jp41_barcomp,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_barcomp,0
jup_jp41_mag_50,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_mag_50,0
jup_jp41_pgrip_aim,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_pgrip_aim,0
jup_jp41_pgrip_ass,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_pgrip_ass,0
jup_jp41_pgrip_skel,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_pgrip_skel,0
jup_jp41_stock,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stock,0
jup_jp41_stock_ass,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stock_ass,0
jup_jp41_stock_light,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stock_light,0
jup_jp41_stock_tac,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stock_tac,0
jup_jp41_stockno,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stockno,0
jup_jp41_stockr_heavy,jup_jp41_sm_kpappa50,jup_jp41_sm_kpappa50_stockr_heavy,0
jup_jp44_bar,jup_jp44_ar_stango44,jup_jp44_ar_stango44_bar,0
jup_jp44_bar_hvy,jup_jp44_ar_stango44,jup_jp44_ar_stango44_bar_hvy,0
jup_jp44_bar_hvy_long,jup_jp44_ar_stango44,jup_jp44_ar_stango44_bar_hvy_long,0
jup_jp44_bar_long,jup_jp44_ar_stango44,jup_jp44_ar_stango44_bar_long,0
jup_jp44_bar_short,jup_jp44_ar_stango44,jup_jp44_ar_stango44_bar_short,0
jup_jp44_barsil,jup_jp44_ar_stango44,jup_jp44_ar_stango44_barsil,0
jup_jp44_mag_30,jup_jp44_ar_stango44,jup_jp44_ar_stango44_mag_30,0
jup_jp44_mag_40,jup_jp44_ar_stango44,jup_jp44_ar_stango44_mag_40,0
jup_jp44_mag_50,jup_jp44_ar_stango44,jup_jp44_ar_stango44_mag_50,0
jup_jp44_pgrip,jup_jp44_ar_stango44,jup_jp44_ar_stango44_pgrip,0
jup_jp44_pgrip_skel,jup_jp44_ar_stango44,jup_jp44_ar_stango44_pgrip_skelsnp,0
jup_jp44_pgrip_tac,jup_jp44_ar_stango44,jup_jp44_ar_stango44_pgrip_skeltac,0
jup_jp44_stock,jup_jp44_ar_stango44,jup_jp44_ar_stango44_stock,0
jup_jp44_stock_ass,jup_jp44_ar_stango44,jup_jp44_ar_stango44_stock_ass,0
jup_jp44_stock_stockno,jup_jp44_ar_stango44,jup_jp44_ar_stango44_stock_stockno,0
jup_jp44_stock_tac,jup_jp44_ar_stango44,jup_jp44_ar_stango44_stock_tac,0
jup_jp44_stockr,jup_jp44_ar_stango44,jup_jp44_ar_stango44_stockr,0
jup_las_dmscope01,jup_jp37_dm_kappa98,jup_las_dmscope01_kappa98,0
jup_minireddot01,iw9_ar_acharlie300,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_akilo,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_akilo105,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_akilo74,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_augolf,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_falpha,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_falpha,jup_minireddot01_tall,1
jup_minireddot01,iw9_ar_fecho,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_fecho,jup_minireddot01_tall,1
jup_minireddot01,iw9_ar_golf3,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_helima,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_kilo53,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_malima,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_mcbravo,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_mcharlie,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_mike16,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_mike4,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_ralpha,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_scharlie,jup_minireddot01_tall,0
jup_minireddot01,iw9_ar_schotel,jup_minireddot01_tall,0
jup_minireddot01,iw9_br_msecho,jup_minireddot01_tall,0
jup_minireddot01,iw9_br_ngsierra,jup_minireddot01_tall,0
jup_minireddot01,iw9_br_soscar14,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_crossbow,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_mike14,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_mike24,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_pgolf1,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_sa700,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_sbeta,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_scromeo,jup_minireddot01_tall,0
jup_minireddot01,iw9_dm_stango25,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_ahotel,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_foxtrot,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_mkilo3,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_mkilo3,jup_minireddot01_tall,1
jup_minireddot01,iw9_lm_ngolf7,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_rkilo,jup_minireddot01_tall,0
jup_minireddot01,iw9_lm_slima,jup_minireddot01_tall,0
jup_minireddot01,iw9_pi_decho,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_dechoauto,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_golf17,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_golf18,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_mike2011,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_papa220,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_swhiskey,jup_minireddot01_pstl,0
jup_minireddot01,iw9_pi_tango9,jup_minireddot01_pstl,0
jup_minireddot01,iw9_sh_charlie725,jup_minireddot01_tall,0
jup_minireddot01,iw9_sh_mbravo,jup_minireddot01_tall,0
jup_minireddot01,iw9_sh_mike1014,jup_minireddot01_tall,0
jup_minireddot01,iw9_sh_mviktor,jup_minireddot01_tall,0
jup_minireddot01,iw9_sh_tsierra12,jup_minireddot01_tall,0
jup_minireddot01,iw9_sh_vecho,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_acharlie45,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_acharlie9,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_alpha57,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_apapa,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_aviktor,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_beta,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_mpapa5,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_mpapa7,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_mpapax,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_papa90,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_sdelta,jup_minireddot01_tall,0
jup_minireddot01,iw9_sm_victor,jup_minireddot01_tall,0
jup_minireddot01,jup_cp01_sh_aromeo410,jup_minireddot01_tall,0
jup_minireddot01,jup_cp01_sm_coscar635,jup_minireddot01_tall,0
jup_minireddot01,jup_cp01_sm_pcharlie9,jup_minireddot01_tall,0
jup_minireddot01,jup_cp05_lm_halpha,jup_minireddot01_tall,0
jup_minireddot01,jup_cp06_ar_falpha,jup_minireddot01_tall,0
jup_minireddot01,jup_cp08_br_xmike5,jup_minireddot01_tall,0
jup_minireddot01,jup_cp15_lm_mkilo3,jup_minireddot01_tall,0
jup_minireddot01,jup_cp24_pi_glima21,jup_minireddot01_pstl,0
jup_minireddot01,jup_jp01_ar_golf36,jup_minireddot01_tall,0
jup_minireddot01,jup_jp01_dm_slima8,jup_minireddot01_tall,0
jup_minireddot01,jup_jp01_lm_mgolf36,jup_minireddot01_tall,0
jup_minireddot01,jup_jp02_ar_bromeo805,jup_minireddot01_tall,0
jup_minireddot01,jup_jp02_br_bromeo2,jup_minireddot01_tall,0
jup_minireddot01,jup_jp02_dm_bromeop,jup_minireddot01_tall,0
jup_minireddot01,jup_jp02_sm_scharlie3,jup_minireddot01_tall,0
jup_minireddot01,jup_jp03_ar_aromeo160,jup_minireddot01_tall,0
jup_minireddot01,jup_jp03_br_aromeo200,jup_minireddot01_tall,0
jup_minireddot01,jup_jp03_sm_pmike,jup_minireddot01_tall,0
jup_minireddot01,jup_jp04_sm_lwhiskey,jup_minireddot01_tall,0
jup_minireddot01,jup_jp04_sm_umike,jup_minireddot01_tall,0
jup_minireddot01,jup_jp05_ar_foxtrot2000,jup_minireddot01_tall,0
jup_minireddot01,jup_jp06_lm_pkilop,jup_minireddot01_tall,0
jup_minireddot01,jup_jp07_sm_uzulu,jup_minireddot01_tall,0
jup_minireddot01,jup_jp07_sm_uzulup,jup_minireddot01_tall,0
jup_minireddot01,jup_jp08_ar_qbravo97,jup_minireddot01_tall,0
jup_minireddot01,jup_jp08_lm_qbravo95lsw,jup_minireddot01_tall,0
jup_minireddot01,jup_jp09_sh_oromeo12,jup_minireddot01_tall,0
jup_minireddot01,jup_jp12_pi_mike93,jup_minireddot01_pstl,0
jup_minireddot01,jup_jp12_pi_mike93,jup_minireddot01_tall,1
jup_minireddot01,jup_jp13_dm_svictork,jup_minireddot01_tall,0
jup_minireddot01,jup_jp14_pi_rsierra12,jup_minireddot01_pstl,0
jup_minireddot01,jup_jp19_ar_acharlie,jup_minireddot01_tall,0
jup_minireddot01,jup_jp19_br_acharlie450,jup_minireddot01_tall,0
jup_minireddot01,jup_jp19_dm_acharlied,jup_minireddot01_tall,0
jup_minireddot01,jup_jp20_lm_evictor,jup_minireddot01_tall,0
jup_minireddot01,jup_jp25_ar_talpha95,jup_minireddot01_tall,0
jup_minireddot01,jup_jp25_sm_talpham,jup_minireddot01_tall,0
jup_minireddot01,jup_jp28_lm_rpapa20,jup_minireddot01_tall,0
jup_minireddot01,jup_jp31_dm_compound,jup_minireddot01_tall,0
jup_minireddot01,jup_jp32_pi_mpapa9,jup_minireddot01_tall,0
jup_minireddot01,jup_jp34_ar_balpha27,jup_minireddot01_tall,0
jup_minireddot01,jup_jp35_sn_moscar,jup_minireddot01_tall,0
jup_minireddot01,jup_jp36_ar_anov94,jup_minireddot01_tall,0
jup_minireddot01,jup_jp36_sn_boscar,jup_minireddot01_tall,0
jup_minireddot01,jup_jp37_dm_kappa98,jup_minireddot01_tall,0
jup_minireddot01,jup_jp38_sh_spapa12,jup_minireddot01_tall,0
jup_minireddot01,jup_jp40_br_hcharlie36,jup_minireddot01_tall,0
jup_minireddot01,jup_jp41_sm_kpappa50,jup_minireddot01_tall,0
jup_minireddot01,jup_jp44_ar_stango44,jup_minireddot01_tall,0
jup_minireddot_hor,iw9_ar_acharlie300,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_akilo,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_akilo105,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_akilo74,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_augolf,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_falpha,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_falpha,jup_minireddot_hor_tall,1
jup_minireddot_hor,iw9_ar_fecho,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_fecho,jup_minireddot_hor_tall,1
jup_minireddot_hor,iw9_ar_golf3,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_helima,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_kilo53,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_malima,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_mcbravo,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_mcharlie,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_mike16,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_mike4,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_ralpha,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_scharlie,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_ar_schotel,jup_minireddot_hor_tall,0
jup_minireddot_hor,iw9_br_msecho,jup_minireddot_hor_tall,0
